Roanoke-Blacksburg Regional Airport                    Roanoke                     United States               ROA  KROA   37.32051     -79.97038           5    -5
Montluçon-Guéret Airport                               Montlucon-gueret            France                      MCU  LFBK   46.2225990295   2.3639600277  1497     1
Makurdi Airport                                        Makurdi                     Nigeria                     MDI  DNMK    7.7038798332    8.613940239   371     1
Mbandaka Airport                                       Mbandaka                    Congo (Kinshasa)            MDK  FZEA    0.0226000007  18.2887001038  1040     1
Malanje Airport                                        Malanje                     Angola                      MEG  FNMA   -9.5250902176  16.3124008179  3868     1
Mehamn Airport                                         Mehamn                      Norway                      MEH  ENMH   71.0297012329  27.8267002106    39     1
Mende-Brenoux Airport                                  Mende                       France                      MEN  LFNB   44.5021018982   3.5328199863  3362     1
Maradi Airport                                         Maradi                      Niger                       MFQ  DRRM   13.5024995804   7.1267499924  1240     1
Méribel Altiport                                       Ajaccio                     France                      MFX  LFKX       45.407003       6.577942  5636     1
Mönchengladbach Airport                                Moenchengladbach            Germany                     MGL  EDLN   51.2302780151   6.5044441223   125     1
Mannheim-City Airport                                  Mannheim                    Germany                     MHG  EDFM   49.4730567932    8.514166832   308     1
Monastir Habib Bourguiba International Airport         Monastir                    Tunisia                     MIR  DTMB   35.7580986023   10.754699707     9     1
Maiduguri International Airport                        Maiduguri                   Nigeria                     MIU  DNMA   11.8552999496  13.0809001923  1099     1
Mosjøen Airport (Kjærstad)                             Mosjoen                     Norway                      MJF  ENMS    65.783996582  13.2149000168   237     1
Mouilla Ville Airport                                  Mouila                      Gabon                       MJL  FOGM   -1.8451399803  11.0566997528   295     1
San Javier Airport                                     Murcia                      Spain                       MJV  LELC   37.7750015259  -0.8123890162    11     1
Makokou Airport                                        Makokou                     Gabon                       MKU  FOOK    0.5792109966  12.8908996582  1726     1
Malta International Airport                            Malta                       Malta                       MLA  LMML       35.857498        14.4775   300     1
Melilla Airport                                        Melilla                     Spain                       MLN  GEML    35.279800415  -2.9562599659   156     1
Malmö Sturup Airport                                   Malmoe                      Sweden                      MMX  ESMS    55.536305364  13.3761978149   236     1
Muanda Airport                                         Muanda                      Congo (Kinshasa)            MNB  FZAG   -5.9308600426  12.3517999649    89     1
Molde Airport                                          Molde                       Norway                      MOL  ENML   62.7447013855   7.2624998093    10     1
Katima Mulilo Airport                                  Mpacha                      Namibia                     MPA  FYKM  -17.6343994141   24.176700592  3144     1
Montpellier-Méditerranée Airport                       Montpellier                 France                      MPL  LFMT   43.5761985779   3.9630100727    17     1
Mo i Rana Airport, Røssvoll                            Mo i Rana                   Norway                      MQN  ENRA    66.363899231  14.3014001846   229     1
Moundou Airport                                        Moundou                     Chad                        MQQ  FTTD    8.6244096756  16.0713996887  1407     1
Marseille Provence Airport                             Marseille                   France                      MRS  LFML    43.439271922   5.2214241028    74     1
Maastricht Aachen Airport                              Maastricht                  Netherlands                 MST  EHBK   50.9117012024   5.7701401711   375     1
Namibe Airport                                         Mocamedes                   Angola                      MSZ  FNMO  -15.2611999512  12.1468000412   210     1
Munich International Airport                           Munich                      Germany                     MUC  EDDM   48.3538017273  11.7861003876  1487     1
Ghriss Airport                                         Ghriss                      Algeria                     MUW  DAOV    35.207698822    0.147141993  1686     1
M'Vengue El Hadj Omar Bongo Ondimba International AirpoFranceville                 Gabon                       MVB  FOON    -1.656159997  13.4379997253  1450     1
Salak Airport                                          Maroua                      Cameroon                    MVR  FKKL   10.4513998032   14.257399559  1390     1
Megève Airport                                         Verdun                      France                      MVV  LFHM   45.8208007813   6.6522197723  4823     1
Minna Airport                                          Minna                       Nigeria                     MXJ  DNMN    9.6521701813   6.4622597694   834     1
Morlaix-Ploujean Airport                               Morlaix                     France                      MXN  LFRU   48.6031990051  -3.8157799244   272     1
Malpensa International Airport                         Milano                      Italy                       MXP  LIMC         45.6306        8.72811   768     1
Mora Airport                                           Mora                        Sweden                      MXX  ESKM    60.957901001  14.5114002228   634     1
Mayumba Airport                                        Mayumba                     Gabon                       MYB  FOOY   -3.4584197998  10.6740760803    13     1
Metz-Frescaty (BA 128) Air Base                        Metz                        France                      MZM  LFSF   49.0717010498   6.1316699982   629     1
Naples International Airport                           Naples                      Italy                       NAP  LIRN       40.886002        14.2908   294     1
Nice-Côte d'Azur Airport                               Nice                        France                      NCE  LFMN   43.6584014893   7.2158699036    12     1
Annecy-Haute-Savoie-Mont Blanc Airport                 Annecy                      France                      NCY  LFLP      45.9308333      6.1063889  1521     1
N'Djamena International Airport                        N'djamena                   Chad                        NDJ  FTTJ   12.1337003708  15.0340003967   968     1
Rundu Airport                                          Rundu                       Namibia                     NDU  FYRU  -17.9564990997  19.7194004059  3627     1
N'Gaoundéré Airport                                    N'gaoundere                 Cameroon                    NGE  FKKN    7.3570098877  13.5592002869  3655     1
Diori Hamani International Airport                     Niamey                      Niger                       NIM  DRRN   13.4814996719   2.1836099625   732     1
Nioki Airport                                          Nioki                       Congo (Kinshasa)            NIO  FZBI   -2.7174999714  17.6847000122  1043     1
Niort-Souché Airport                                   Niort                       France                      NIT  LFBN       46.313477      -0.394529   203     1
Ndolo Airport                                          Kinshasa                    Congo (Kinshasa)            NLO  FZAB   -4.3266601563  15.3275003433   915     1
Norden-Norddeich Airport                               Norden                      Germany                     NOE  EDWS   53.6330566406   7.1902780533     3     1
Nova Lisboa Airport                                    Huambo                      Angola                      NOV  FNHU  -12.8088998795  15.7604999542  5587     1
Norderney Airport                                      Norderney                   Germany                     NRD  EDWY    53.706943512   7.2300000191     7     1
Norrköping Airport                                     Norrkoeping                 Sweden                      NRK  ESSP   58.5862998962  16.2506008148    32     1
Weeze Airport                                          Weeze                       Germany                     NRN  EDLV   51.6024017334   6.1421699524   106     1
Yaoundé Nsimalen International Airport                 Yaounde                     Cameroon                    NSI  FKYS    3.7225599289  11.5532999039  2278     1
Sigonella Navy Air Base                                Sigonella                   Italy                       NSY  LICZ       37.401699        14.9224    79     1
Notodden Airport                                       Notodden                    Norway                      NTB  ENNO       59.565701        9.21222    63     1
Nantes Atlantique Airport                              Nantes                      France                      NTE  LFRS   47.1531982422   -1.610730052    90     1
Nuremberg Airport                                      Nuernberg                   Germany                     NUE  EDDN       49.498699     11.0780556  1046     1
Narvik Framnes Airport                                 Narvik                      Norway                      NVK  ENNK   68.4368972778  17.3866996765    95     1
Nevers-Fourchambault Airport                           Nevers                      France                      NVS  LFQG   47.0026016235   3.1133298874   602     1
Stockholm Skavsta Airport                              Stockholm                   Sweden                      NYO  ESKN   58.7886009216  16.9122009277   140     1
Nzagi Airport                                          Nzagi                       Angola                      NZA  FNZG   -7.7169399262  21.3582000732  2431     1
Oberpfaffenhofen Airport                               Oberpfaffenhofen            Germany                     OBF  EDMO    48.081401825  11.2831001282  1947     1
Aubenas-Ardèche Méridional Airport                     Aubenas-vals-lanas          France                      OBS  LFHO   44.5442008972   4.3721899986   923     1
Córdoba Airport                                        Cordoba                     Spain                       ODB  LEBA    37.841999054  -4.8488798141   297     1
Odense Airport                                         Odense                      Denmark                     ODE  EKOD   55.4766998291  10.3309001923    56     1
Örnsköldsvik Airport                                   Ornskoldsvik                Sweden                      OER  ESNO   63.4082984924  18.9899997711   354     1
Ain el Beida Airport                                   Ouargla                     Algeria                     OGX  DAUU   31.9172000885    5.412779808   492     1
Ohrid St. Paul the Apostle Airport                     Ohrid                       Macedonia                   OHD  LWOH           41.18        20.7423  2313     1
Okaukuejo Airport                                      Okaukuejo                   Namibia                     OKF  FYOO  -19.1492004395  15.9118995667  3911     1
Okondja Airport                                        Okondja                     Gabon                       OKN  FOGQ   -0.6652140021  13.6731004715  1325     1
Mokuti Lodge Airport                                   Mokuti Lodge                Namibia                     OKU  FYMO  -18.8127994537  17.0594005585  3665     1
Ørland Airport                                         Orland                      Norway                      OLA  ENOL   63.6988983154   9.6040000916    28     1
Olbia Costa Smeralda Airport                           Olbia                       Italy                       OLB  LIEO       40.898701        9.51763    37     1
Omboue Hopital Airport                                 Omboue Hospial              Gabon                       OMB  FOOH   -1.5747300386   9.2626895905    33     1
Oranjemund Airport                                     Oranjemund                  Namibia                     OMD  FYOG  -28.5846996307  16.4466991425    14     1
Mostar International Airport                           Mostar                      Bosnia and Herzegovina      OMO  LQMO   43.2829017639  17.8458995819   156     1
Ondangwa Airport                                       Ondangwa                    Namibia                     OND  FYOA      -17.878201        15.9526  3599     1
Örebro Airport                                         Orebro                      Sweden                      ORB  ESOE   59.2237014771  15.0380001068   188     1
Orléans-Bricy (BA 123) Air Base                        Orleans                     France                      ORE  LFOJ   47.9878005981   1.7605600357   412     1
Es Senia Airport                                       Oran                        Algeria                     ORN  DAOO   35.6239013672  -0.6211829782   295     1
Paris-Orly Airport                                     Paris                       France                      ORY  LFPO      48.7233333      2.3794444   291     1
Åre Östersund Airport                                  Östersund                   Sweden                      OSD  ESNZ   63.1944007874  14.5003004074  1233     1
Osijek Airport                                         Osijek                      Croatia                     OSI  LDOS   45.4626998901  18.8101997375   290     1
Oskarshamn Airport                                     Oskarshamn                  Sweden                      OSK  ESMO   57.3504981995  16.4979991913    96     1
Oslo Gardermoen Airport                                Oslo                        Norway                      OSL  ENGM    60.193901062   11.100399971   681     1
Redzikowo Air Base                                     Slupsk                      Poland                      OSP  EPSK   54.4789009094  17.1075000763   217     1
Ostrava Leos Janáček Airport                           Ostrava                     Czech Republic              OSR  LKMT   49.6963005066  18.1110992432   844     1
Ostend-Bruges International Airport                    Ostend                      Belgium                     OST  EBOS   51.1988983154   2.8622200489    13     1
Namsos Høknesøra Airport                               Namsos                      Norway                      OSY  ENNM   64.4721984863  11.5785999298     7     1
Koszalin Zegrze Pomorskie Air Base                     Koszalin                    Poland                      OSZ  EPKO         54.0425        16.2656   249     1
Ouesso Airport                                         Ouesso                      Congo (Kinshasa)            OUE  FCOU    1.6159900427  16.0379009247  1158     1
Asturias Airport                                       Aviles                      Spain                       OVD  LEAS   43.5635986328  -6.0346198082   416     1
Oyem Airport                                           Oyem                        Gabon                       OYE  FOGO     1.543110013  11.5813999176  2158     1
Moron Air Base                                         Sevilla                     Spain                       OZP  LEMO   37.1749000549   -5.615940094   285     1
Paderborn Lippstadt Airport                            Paderborn                   Germany                     PAD  EDLP   51.6141014099   8.6163196564   699     1
Porto Amboim Airport                                   Porto Amboim                Angola                      PBN  FNPA  -10.7220001221  13.7655000687    16     1
Pardubice Airport                                      Pardubice                   Czech Republic              PED  LKPD   50.0134010315  15.7385997772   741     1
Peenemünde Airport                                     Peenemunde                  Germany                     PEF  EDCP   54.1577796936  13.7744436264     7     1
Perugia San Francesco d'Assisi – Umbria International APerugia                     Italy                       PEG  LIRZ       43.095901        12.5132   697     1
Pécs-Pogány Airport                                    Pécs-Pogány                 Hungary                     PEV  LHPP       45.990898      18.240996  1000     1
Perpignan-Rivesaltes (Llabanère) Airport               Perpignan                   France                      PGF  LFMP    42.740398407   2.8706700802   144     1
Périgueux-Bassillac Airport                            Perigueux                   France                      PGX  LFBX   45.1981010437   0.8155559897   328     1
Port Harcourt International Airport                    Port Hartcourt              Nigeria                     PHC  DNPO    5.0154900551   6.9495902061    87     1
Poitiers-Biard Airport                                 Poitiers                    France                      PIS  LFBI   46.5876998901   0.3066659868   423     1
Pajala Airport                                         Pajala                      Sweden                      PJA  ESUP   67.2455978394  23.0688991547   542     1
Parma Airport                                          Parma                       Italy                       PMF  LIMP       44.824501        10.2964   161     1
Palma De Mallorca Airport                              Palma de Mallorca           Spain                       PMI  LEPA    39.551700592   2.7388100624    27     1
Falcone–Borsellino Airport                             Palermo                     Italy                       PMO  LICJ       38.175999         13.091    65     1
Pamplona Airport                                       Pamplona                    Spain                       PNA  LEPP   42.7700004578   -1.646329999  1504     1
Pantelleria Airport                                    Pantelleria                 Italy                       PNL  LICG       36.816502        11.9689   628     1
Pointe Noire Airport                                   Pointe-noire                Congo (Brazzaville)         PNR  FCPP   -4.8160300255  11.8865995407    55     1
Port Gentil Airport                                    Port Gentil                 Gabon                       POG  FOOG   -0.7117390037   8.7543802261    13     1
Portoroz Airport                                       Portoroz                    Slovenia                    POW  LJPZ    45.473400116  13.6149997711     7     1
Pontoise - Cormeilles-en-Vexin Airport                 Pontoise                    France                      POX  LFPT      49.0966667      2.0408333   325     1
Poznań-Ławica Airport                                  Poznan                      Poland                      POZ  EPPO   52.4210014343  16.8262996674   308     1
Václav Havel Airport Prague                            Prague                      Czech Republic              PRG  LKPR         50.1008          14.26  1247     1
Priština International Airport                         Pristina                    Serbia                      PRN  BKPR         42.5728      21.035801  1789     1
Přerov Air Base                                        Prerov                      Czech Republic              PRV  LKPO   49.4258003235  17.4046993256   676     1
Pisa International Airport                             Pisa                        Italy                       PSA  LIRP       43.683899        10.3927     6     1
St. Peter-Ording Airport                               Sankt Peter-Ording          Germany                     PSH  EDXO   54.3088874817   8.6869440079     7     1
Pescara International Airport                          Pescara                     Italy                       PSR  LIBP       42.431702        14.1811    48     1
Pau Pyrénées Airport                                   Pau                         France                      PUF  LFBP   43.3800010681    -0.41861099   616     1
Pula Airport                                           Pula                        Croatia                     PUY  LDPL   44.8935012817  13.9222002029   274     1
Piešťany Airport                                       Piestany                    Slovakia                    PZY  LZPP   48.6251983643  17.8283996582   545     1
Ech Cheliff Airport                                    Ech-cheliff                 Algeria                     QAS  DAOI   36.2126998901   1.3317699432   463     1
Tsletsi Airport                                        Djelfa                      Algeria                     QDJ  DAFI         34.6657          3.351  3753     1
Frankfurt-Egelsbach Airport                            Egelsbach                   Germany                     QEF  EDFE   49.9599990845   8.6458330154   384     1
Boufarik Airport                                       Boufarik                    Algeria                     QFD  DAAK       36.545799        2.87611   335     1
Győr-Pér International Airport                         Győr                        Hungary                     QGY  LHPR       47.624401      17.813601   424     1
Wevelgem Airport                                       Kortrijk-vevelgem           Belgium                     QKT  EBKT    50.817199707   3.2047200203    64     1
Lausanne-Blécherette Airport                           Lausanne                    Switzerland                 QLS  LSGL     46.54529953   6.6166701317  2041     1
Latina Air Base                                        Latina                      Italy                       QLT  LIRL         41.5424         12.909    94     1
Neuchatel Airport                                      Neuchatel                   Switzerland                 QNC  LSGN   46.9575004578   6.8647198677  1427     1
Annemasse Airport                                      Annemasse                   France                      QNJ  LFLI   46.1920013428   6.2683901787  1620     1
Mâcon-Charnay Airport                                  Macon                       France                      QNX  LFLM       46.295101        4.79577   728     1
Sam Mbakwe International Airport                       Imo                         Nigeria                     QOW  DNIM    5.4270601273    7.206029892   373     1
Padova Airport                                         Padova                      Italy                       QPA  LIPU       45.395802        11.8479    44     1
Piacenza San Damiano Air Base                          Piacenza                    Italy                       QPZ  LIMS       44.913101       9.723323   456     1
Sabadell Airport                                       Sabadell                    Spain                       QSA  LELL   41.5209007263   2.1050798893   485     1
Ain Arnat Airport                                      Setif                       Algeria                     QSF  DAAS   36.1781005859   5.3244900703  3360     1
Salerno Costa d'Amalfi Airport                         Salerno                     Italy                       QSR  LIRI       40.620399        14.9113   119     1
Akwa Ibom International Airport                        Uyo                         Nigeria                     QUO  DNAI          4.8725          8.093   170     1
Gusau Airport                                          Gusau                       Nigeria                     QUS  DNGU   12.1716995239   6.6961097717  1520     1
Aix-en-Provence (BA 114) Airport                       Aix-les-milles              France                      QXB  LFMA         43.5056        5.36778   367     1
Radom Airport                                          RADOM                       Poland                      QXR  EPRA   51.3891983032   21.213300705   610     1
Oksywie Military Air Base                              Gdynia                      Poland                      QYD  EPOK     54.57970047    18.51720047   144     1
Troyes-Barberey Airport                                Troyes                      France                      QYR  LFQB    48.322101593    4.016699791   388     1
Straubing Airport                                      Straubing                   Germany                     RBM  EDMS   48.9008331299   12.516667366  1047     1
Rochefort-Saint-Agnant (BA 721) Airport                Rochefort                   France                      RCO  LFDN   45.8877983093  -0.9830560088    60     1
Rodez-Marcillac Airport                                Rodez                       France                      RDZ  LFCR   44.4079017639   2.4826700687  1910     1
Reggio Calabria Airport                                Reggio Calabria             Italy                       REG  LICR       38.071201        15.6516    96     1
Røst Airport                                           Røst                        Norway                      RET  ENRS   67.5278015137  12.1033000946     7     1
Reus Air Base                                          Reus                        Spain                       REU  LERS   41.1473999023   1.1671700478   233     1
Burgos Airport                                         Burgos                      Spain                       RGS  LEBG   42.3576011658   -3.620759964  2945     1
Reims-Champagne (BA 112) Air Base                      Reims                       France                      RHE  LFSR       49.310001           4.05   312     1
Rijeka Airport                                         Rijeka                      Croatia                     RJK  LDRI   45.2168998718  14.5703001022   278     1
Logroño-Agoncillo Airport                              Logroño-Agoncillo           Spain                       RJL  LELO   42.4609534888  -2.3222351074  1161     1
Copenhagen Roskilde Airport                            Copenhagen                  Denmark                     RKE  EKRK   55.5856018066  12.1314001083   146     1
Rostock-Laage Airport                                  Laage                       Germany                     RLG  ETNL   53.9182014465  12.2783002853   138     1
Federico Fellini International Airport                 Rimini                      Italy                       RMI  LIPR       44.020302        12.6117    40     1
Ramstein Air Base                                      Ramstein                    Germany                     RMS  ETAR   49.4369010925    7.600279808   776     1
Ronneby Airport                                        Ronneby                     Sweden                      RNB  ESDF   56.2667007446  15.2650003433   191     1
Roanne-Renaison Airport                                Roanne                      France                      RNE  LFLO   46.0583000183   4.0013899803  1106     1
Bornholm Airport                                       Ronne                       Denmark                     RNN  EKRN   55.0633010864  14.7595996857    52     1
Rennes-Saint-Jacques Airport                           Rennes                      France                      RNS  LFRN   48.0694999695  -1.7347899675   124     1
Røros Airport                                          Roros                       Norway                      RRS  ENRO   62.5783996582   11.342300415  2054     1
Rotterdam The Hague Airport                            Rotterdam                   Netherlands                 RTM  EHRD       51.956902        4.43722   -15     1
Rørvik Airport, Ryum                                   Rørvik                      Norway                      RVK  ENRM   64.8383026123  11.1461000443    14     1
Moss-Rygge Airport                                     Rygge                       Norway                      RYG  ENRY       59.378817      10.785439   174     1
Royan-Médis Airport                                    Royan                       France                      RYN  LFCY   45.6281013489  -0.9725000262    72     1
Rzeszów-Jasionka Airport                               Rzeszow                     Poland                      RZE  EPRZ   50.1100006104  22.0189990997   675     1
Siena-Ampugnano Airport                                Siena                       Italy                       SAY  LIQS       43.256302         11.255   634     1
Saint-Brieuc-Armor Airport                             St.-brieuc Armor            France                      SBK  LFRT         48.5378       -2.85444   453     1
Saarbrücken Airport                                    Saarbruecken                Germany                     SCN  EDDR   49.2145996094   7.1095099449  1058     1
Santiago de Compostela Airport                         Santiago                    Spain                       SCQ  LEST   42.8963012695   -8.415140152  1213     1
Lubango Airport                                        Lubango                     Angola                      SDD  FNUB  -14.9246997833  13.5749998093  5778     1
Sundsvall-Härnösand Airport                            Sundsvall                   Sweden                      SDL  ESNN   62.5280990601  17.4438991547    16     1
Sandane Airport (Anda)                                 Sandane                     Norway                      SDN  ENSD   61.8300018311   6.1058301926   196     1
Santander Airport                                      Santander                   Spain                       SDR  LEXJ   43.4271011353  -3.8200099468    16     1
Sfax Thyna International Airport                       Sfax                        Tunisia                     SFA  DTTX   34.7179985046  10.6909999847    85     1
Skellefteå Airport                                     Skelleftea                  Sweden                      SFT  ESNS   64.6248016357  21.0769004822   157     1
Sønderborg Airport                                     Soenderborg                 Denmark                     SGD  EKSB   54.9644012451   9.7917299271    24     1
Sion Airport                                           Sion                        Switzerland                 SIR  LSGS   46.2196006775   7.3267598152  1585     1
Sarajevo International Airport                         Sarajevo                    Bosnia and Herzegovina      SJJ  LQSA   43.8246002197  18.3314990997  1708     1
Skien Airport                                          Skien                       Norway                      SKE  ENSN   59.1850013733   9.5669403076   463     1
Stokmarknes Skagen Airport                             Stokmarknes                 Norway                      SKN  ENSK   68.5788269043   15.033416748    11     1
Sadiq Abubakar III International Airport               Sokoto                      Nigeria                     SKO  DNSO   12.9162998199   5.2071900368  1010     1
Skopje Alexander the Great Airport                     Skopje                      Macedonia                   SKP  LWSK       41.961601      21.621401   781     1
Skrydstrup Air Base                                    Skrydstrup                  Denmark                     SKS  EKSP       55.221048        9.26702   141     1
Sliač Airport                                          Sliac                       Slovakia                    SLD  LZSL   48.6377983093  19.1340999603  1043     1
Salamanca Airport                                      Salamanca                   Spain                       SLM  LESA   40.9520988464  -5.5019898415  2595     1
Samedan Airport                                        Samedan                     Switzerland                 SMV  LSZS   46.5340995789   9.8841104507  5600     1
Saint-Nazaire-Montoir Airport                          St.-nazaire                 France                      SNR  LFRZ      47.3105556     -2.1566667    13     1
Sármellék International Airport                        Sármellék                   Hungary                     SOB  LHSM       46.686391      17.159084   408     1
Sogndal Airport                                        Sogndal                     Norway                      SOG  ENSG       61.156101        7.13778  1633     1
Sørkjosen Airport                                      Sorkjosen                   Norway                      SOJ  ENSR   69.7867965698   20.959400177    16     1
Söderhamn Airport                                      Soderhamn                   Sweden                      SOO  ESNY   61.2615013123  17.0991001129    88     1
Solenzara (BA 126) Air Base                            Solenzara                   France                      SOZ  LFKS   41.9244003296   9.4060001373    28     1
Spangdahlem Air Base                                   Spangdahlem                 Germany                     SPM  ETAD   49.9726982117   6.6925001144  1197     1
Menongue Airport                                       Menongue                    Angola                      SPP  FNME  -14.6576004028  17.7198009491  4469     1
Split Airport                                          Split                       Croatia                     SPU  LDSP    43.538898468  16.2980003357    79     1
Storuman Airport                                       Mohed                       Sweden                      SQO  ESUD    64.960899353  17.6965999603   915     1
Sarh Airport                                           Sarh                        Chad                        SRH  FTTA    9.1444396973  18.3743991852  1198     1
Stord Airport                                          Stord                       Norway                      SRP  ENSO   59.7919006348   5.3408498764   160     1
Malabo Airport                                         Malabo                      Equatorial Guinea           SSG  FGSL    3.7552700043   8.7087202072    76     1
Sandnessjøen Airport (Stokka)                          Sandnessjoen                Norway                      SSJ  ENST   65.9568023682  12.4688997269    56     1
Mbanza Congo Airport                                   M'banza-congo               Angola                      SSY  FNBC   -6.2698998451  14.2469997406  1860     1
Stauning Airport                                       Stauning                    Denmark                     STA  EKVJ   55.9901008606   8.3539104462    17     1
Stuttgart Airport                                      Stuttgart                   Germany                     STR  EDDS   48.6898994446   9.2219600678  1276     1
Lamezia Terme Airport                                  Lamezia                     Italy                       SUF  LICA       38.905399        16.2423    39     1
Stavanger Airport Sola                                 Stavanger                   Norway                      SVG  ENZV    58.876701354   5.6377801895    29     1
Svolvær Helle Airport                                  Svolvær                     Norway                      SVJ  ENSH   68.2433013916  14.6691999435    27     1
Kuito Airport                                          Kuito                       Angola                      SVP  FNKU  -12.4046001434  16.9473991394  5618     1
Sevilla Airport                                        Sevilla                     Spain                       SVQ  LEZL   37.4179992676  -5.8931097984   112     1
Swakopmund Airport                                     Swakopmund                  Namibia                     SWP  FYSM  -22.6618995667  14.5680999756   207     1
Strasbourg Airport                                     Strasbourg                  France                      SXB  LFST   48.5382995605   7.6282300949   505     1
Berlin-Schönefeld International Airport                Berlin                      Germany                     SXF  EDDB   52.3800010681  13.5225000381   157     1
Soyo Airport                                           Soyo                        Angola                      SZA  FNSO   -6.1410899162  12.3718004227    15     1
Salzburg Airport                                       Salzburg                    Austria                     SZG  LOWS   47.7933006287  13.0043001175  1411     1
Schwerin Parchim Airport                               Parchim                     Germany                     SZW  EDOP       53.426998        11.7834   166     1
Szczytno-Szymany International Airport                 Szczytno-Szymany            Poland                      SZY  EPSY   53.4818992615  20.9377002716   463     1
Szczecin-Goleniów \"Solidarność\" Airport              Szczecin                    Poland                      SZZ  EPSC   53.5847015381  14.9021997452   154     1
Tafaraoui Airport                                      Oran                        Algeria                     TAF  DAOL   35.5424003601  -0.5322780013   367     1
Taranto-Grottaglie \"Marcello Arlotta\" Airport        Grottaglie                  Italy                       TAR  LIBG       40.517502        17.4032   215     1
Poprad-Tatry Airport                                   Poprad                      Slovakia                    TAT  LZTT    49.073600769  20.2411003113  2356     1
Tabarka 7 Novembre Airport                             Tabarka                     Tunisia                     TBJ  DTKA   36.9799995422   8.8769397736   230     1
Tchibanga Airport                                      Tchibanga                   Gabon                       TCH  FOOT   -2.8499999046  11.0170001984   269     1
Thisted Airport                                        Thisted                     Denmark                     TED  EKTS   57.0688018799   8.7052202225    23     1
Cheikh Larbi Tébessi Airport                           Tebessa                     Algeria                     TEE  DABS   35.4315986633   8.1207199097  2661     1
Podgorica Airport                                      Podgorica                   Montenegro                  TGD  LYPG   42.3594017029  19.2518997192   141     1
Touggourt Sidi Madhi Airport                           Touggourt                   Algeria                     TGR  DAUK   33.0677986145   6.0886697769   279     1
Berlin-Tempelhof International Airport                 Berlin                      Germany                     THF  EDDI   52.4729995728  13.4039001465   167     1
Trollhättan-Vänersborg Airport                         Trollhattan                 Sweden                      THN  ESGT   58.3180999756   12.345000267   137     1
Tahoua Airport                                         Tahoua                      Niger                       THZ  DRRT   14.8756999969   5.2653598785  1266     1
Tirana International Airport Mother Teresa             Tirana                      Albania                     TIA  LATI   41.4146995544  19.7206001282   126     1
Bou Chekif Airport                                     Tiaret                      Algeria                     TID  DAOB   35.3410987854   1.4631500244  3245     1
Tindouf Airport                                        Tindouf                     Algeria                     TIN  DAOF   27.7003993988  -8.1670999527  1453     1
Tivat Airport                                          Tivat                       Montenegro                  TIV  LYTV   42.4047012329  18.7233009338    20     1
Tiko Airport                                           Tiko                        Cameroon                    TKC  FKKC    4.0891900063   9.3605298996   151     1
Zenata – Messali El Hadj Airport                       Tlemcen                     Algeria                     TLM  DAON   35.0167007446  -1.4500000477   814     1
Toulon-Hyères Airport                                  Hyeres                      France                      TLN  LFTH   43.0973014832   6.1460299492     7     1
Toulouse-Blagnac Airport                               Toulouse                    France                      TLS  LFBO       43.629101        1.36382   499     1
Aguenar – Hadj Bey Akhamok Airport                     Tamanrasset                 Algeria                     TMR  DAAT   22.8115005493   5.4510798454  4518     1
Timimoun Airport                                       Timimoun                    Algeria                     TMX  DAUT   29.2371006012   0.2760330141  1027     1
Toussus-le-Noble Airport                               Toussous-le-noble           France                      TNF  LFPN   48.7518997192   2.1061899662   538     1
Tozeur Nefta International Airport                     Tozeur                      Tunisia                     TOE  DTTZ   33.9397010803   8.1105604172   287     1
Torrejón Airport                                       Madrid                      Spain                       TOJ  LETO   40.4967002869  -3.4458699226  2026     1
Tromsø Airport                                         Tromso                      Norway                      TOS  ENTC   69.6832962036  18.9188995361    31     1
Vincenzo Florio Airport Trapani-Birgi                  Trapani                     Italy                       TPS  LICT         37.9114         12.488    25     1
Trondheim Airport Værnes                               Trondheim                   Norway                      TRD  ENVA      63.4578018     10.9239998    56     1
Sandefjord Airport, Torp                               Sandefjord                  Norway                      TRF  ENTO   59.1866989136   10.258600235   286     1
Turin Airport                                          Torino                      Italy                       TRN  LIMF       45.200802        7.64963   989     1
Trieste–Friuli Venezia Giulia Airport                  Ronchi De Legionari         Italy                       TRS  LIPQ       45.827499        13.4722    39     1
Tsumeb Airport                                         Tsumeb                      Namibia                     TSB  FYTM  -19.2618999481  17.7325000763  4353     1
Treviso-Sant'Angelo Airport                            Treviso                     Italy                       TSF  LIPH       45.648399        12.1944    59     1
Tortolì Airport                                        Tortoli                     Italy                       TTB  LIET         39.9188        9.68298    23     1
Tours-Val-de-Loire Airport                             Tours                       France                      TUF  LFOT   47.4322013855   0.7276059985   357     1
Tunis Carthage International Airport                   Tunis                       Tunisia                     TUN  DTTA   36.8510017395  10.2271995544    22     1
Berlin-Tegel International Airport                     Berlin                      Germany                     TXL  EDDT   52.5597000122  13.2876996994   122     1
Torsby Airport                                         Torsby                      Sweden                      TYF  ESST   60.1576004028  12.9912996292   393     1
Taszár Air Base                                        Columbus                    United States               TZR  LHTA   46.3931007385  17.9174995422   531     1
Uige Airport                                           Uige                        Angola                      UGO  FNUG   -7.6030697823  15.0277996063  2720     1
Quimper-Cornouaille Airport                            Quimper                     France                      UIP  LFRQ   47.9749984741  -4.1677899361   297     1
Umeå Airport                                           Umea                        Sweden                      UME  ESNU   63.7918014526  20.2828006744    24     1
Rouen Airport                                          Rouen                       France                      URO  LFOP   49.3842010498   1.1748000383   512     1
